Lebanon,Recovered,889,1
Lebanon,Active,552,1
Zambia,Confirmed,1405,1
Zambia,Deaths,11,1
Zambia,Recovered,1142,1
Zambia,Active,252,1
Madagascar,Confirmed,1317,1
Madagascar,Deaths,12,1
Madagascar,Recovered,417,1
Madagascar,Active,888,1
Paraguay,Confirmed,1303,1
Paraguay,Deaths,13,1
Paraguay,Recovered,699,1
Paraguay,Active,591,1
Sierra Leone,Confirmed,1225,1
Sierra Leone,Deaths,51,1
Sierra Leone,Recovered,686,1
Sierra Leone,Active,488,1
Tunisia,Confirmed,1125,1
Tunisia,Deaths,49,1
Tunisia,Recovered,1002,1
Tunisia,Active,74,1
Latvia,Confirmed,1098,1
Latvia,Deaths,28,1
Latvia,Recovered,875,1
Latvia,Active,195,1
Niger,Confirmed,1016,1
Niger,Deaths,66,1
Niger,Recovered,885,1
Niger,Active,65,1
Cyprus,Confirmed,985,1
Cyprus,Deaths,18,1
Cyprus,Recovered,816,1
Cyprus,Active,151,1
Jordan,Confirmed,981,1
Jordan,Deaths,9,1
Jordan,Recovered,693,1
Jordan,Active,279,1
Burkina Faso,Confirmed,895,1
Burkina Faso,Deaths,53,1
Burkina Faso,Recovered,807,1
Burkina Faso,Active,35,1
Yemen,Confirmed,885,1
Yemen,Deaths,214,1
Yemen,Recovered,91,1
Yemen,Active,580,1
Congo (Brazzaville),Confirmed,883,1
Congo (Brazzaville),Deaths,27,1
Congo (Brazzaville),Recovered,391,1
Congo (Brazzaville),Active,465,1
Georgia,Confirmed,879,1
Georgia,Deaths,14,1
Georgia,Recovered,724,1
Georgia,Active,141,1
Andorra,Confirmed,854,1
Andorra,Deaths,52,1
Andorra,Recovered,789,1
Andorra,Active,13,1
Chad,Confirmed,853,1
Chad,Deaths,74,1
Chad,Recovered,720,1
Chad,Active,59,1
Uruguay,Confirmed,849,1
Uruguay,Deaths,24,1
Uruguay,Recovered,801,1
Uruguay,Active,24,1
Cabo Verde,Confirmed,781,1
Cabo Verde,Deaths,7,1
Cabo Verde,Recovered,354,1
Cabo Verde,Active,420,1
Uganda,Confirmed,724,1
Uganda,Deaths,0,1
Uganda,Recovered,351,1
Uganda,Active,373,1
San Marino,Confirmed,694,1
San Marino,Deaths,42,1
San Marino,Recovered,590,1
San Marino,Active,62,1
Sao Tome and Principe,Confirmed,671,1
Sao Tome and Principe,Deaths,12,1
Sao Tome and Principe,Recovered,182,1
Sao Tome and Principe,Active,477,1
Malta,Confirmed,656,1
Malta,Deaths,9,1
Malta,Recovered,608,1
Malta,Active,39,1
Mozambique,Confirmed,638,1
Mozambique,Deaths,4,1
Mozambique,Recovered,0,1
Mozambique,Active,634,1
Rwanda,Confirmed,636,1
Rwanda,Deaths,2,1
Rwanda,Recovered,338,1
Rwanda,Active,296,1
Jamaica,Confirmed,621,1
Jamaica,Deaths,10,1
Jamaica,Recovered,449,1
Jamaica,Active,162,1
Malawi,Confirmed,564,1
Malawi,Deaths,6,1
Malawi,Recovered,73,1
Malawi,Active,485,1
Togo,Confirmed,537,1
Togo,Deaths,13,1
Togo,Recovered,344,1
Togo,Active,180,1
Benin,Confirmed,532,1
Benin,Deaths,9,1
Benin,Recovered,236,1
Benin,Active,287,1
Eswatini,Confirmed,520,1
Eswatini,Deaths,4,1
